system,clip_id,script,n_ref_words,n_hyp,wer,cpwer,di_cpwer,cp_minus_di_cp,wder,hits,sub,del,ins,wder_num,wder_denom,cp_mapping,attribution_diar,errors,cphits,cpsub,cpdel,cpins,cpn_ref_words,cperrors,di_cphits,di_cpsub,di_cpdel,di_cpins,di_cpn_ref_words,di_cperrors,wder_correct_wrong_spk,wder_sub_wrong_spk
sarvam-saaras-v3@reverb-v2,T3I2T-cfhG4__160_210,Devanagari,116,115,0.10344827586206896,0.15517241379310345,0.10344827586206896,0.05172413793103449,0.02727272727272727,109,1,6,5,3,110,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",reverb-v2,12,106,1,9,8,116,18,109,1,6,5,116,12,3,0
sarvam-saaras-v3@reverb-v2,TU3M6wSQV_g__99_171,Telugu,216,196,0.2175925925925926,0.39351851851851855,0.2175925925925926,0.17592592592592596,0.10880829015544041,172,21,23,3,21,193,{'SPEAKER_00': 'Speaker_B'},reverb-v2,47,154,19,43,23,216,85,172,21,23,3,216,47,18,3
sarvam-saaras-v3@reverb-v2,Tlha36rSd5o__240_374,Tamil,301,309,0.24584717607973422,0.24584717607973422,0.24584717607973422,0.0,0.0,243,50,8,16,0,293,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",reverb-v2,74,243,50,8,16,301,74,243,50,8,16,301,74,0,0
sarvam-saaras-v3@reverb-v2,TrPnW5kLAyQ__93_513,Devanagari,1065,1035,0.26103286384976526,0.3136150234741784,0.26103286384976526,0.05258215962441315,0.059415911379657606,829,164,72,42,59,993,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",reverb-v2,278,793,180,92,62,1065,334,829,164,72,42,1065,278,41,18
sarvam-saaras-v3@reverb-v2,U_EHjxThUgc__181_289,Bengali,293,277,0.17064846416382254,0.22525597269624573,0.17064846416382254,0.05460750853242319,0.047619047619047616,247,26,20,4,13,273,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",reverb-v2,50,238,28,27,11,293,66,247,26,20,4,293,50,10,3
sarvam-saaras-v3@reverb-v2,VHlIFsHPWbk__23_470,Oriya,1295,1244,0.24633204633204633,0.34285714285714286,0.24633204633204633,0.09652509652509653,0.07230895645028759,1003,214,78,27,88,1217,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_04': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",reverb-v2,319,935,225,135,84,1295,444,1003,214,78,27,1295,319,70,18
sarvam-saaras-v3@reverb-v2,VKY0uuZ6Om8__575_935,Devanagari,1055,884,0.3175355450236967,0.3459715639810427,0.3175355450236967,0.028436018957345988,0.06235565819861432,738,128,189,18,54,866,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",reverb-v2,335,710,154,191,20,1055,365,738,128,189,18,1055,335,33,21
sarvam-saaras-v3@reverb-v2,VY_4x1scS-Y__13_121,Tamil,315,305,0.28888888888888886,0.6571428571428571,0.28888888888888886,0.3682539682539683,0.24742268041237114,238,53,24,14,72,291,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",reverb-v2,91,190,33,92,82,315,207,238,53,24,14,315,91,50,22
sarvam-saaras-v4@reverb-v2,0AEEA8NyVwY__11_609,Devanagari,1303,1221,0.3683806600153492,0.3737528779739064,0.3683806600153492,0.0053722179585571905,0.005818786367414797,841,362,100,18,7,1203,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",reverb-v2,480,838,361,104,22,1303,487,841,362,100,18,1303,480,3,4
sarvam-saaras-v4@reverb-v2,0SoItGfM_sY__7_88,Kannada,165,168,0.1393939393939394,0.48484848484848486,0.1393939393939394,0.34545454545454546,0.19631901840490798,147,16,2,5,32,163,"{'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_D', 'SPEAKER_00': 'Speaker_E'}",reverb-v2,23,122,9,34,37,165,80,147,16,2,5,165,23,25,7
sarvam-saaras-v4@reverb-v2,0VEwL9XZ0LY__261_557,Devanagari,868,823,0.23963133640552994,0.27880184331797236,0.23963133640552994,0.03917050691244242,0.033498759305210915,677,129,62,17,27,806,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",reverb-v2,208,655,139,74,29,868,242,677,129,62,17,868,208,21,6
sarvam-saaras-v4@reverb-v2,0esIFSOAcFs__0_913,Gujarati,2697,2640,0.1839080459770115,0.20726733407489803,0.1839080459770115,0.023359288097886538,0.017107309486780714,2269,303,125,68,44,2572,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",reverb-v2,496,2238,302,157,100,2697,559,2269,303,125,68,2697,496,33,11
sarvam-saaras-v4@reverb-v2,0p6cktLGIfY__12_930,Gujarati,2532,2487,0.2559241706161137,0.3372827804107425,0.2559241706161137,0.08135860979462878,0.06968063044379925,1960,451,121,76,168,2411,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_02': 'Speaker_E'}",reverb-v2,648,1841,483,208,163,2532,854,1960,451,121,76,2532,648,138,30
sarvam-saaras-v4@reverb-v2,13VBh0Z6QmE__0_904,Tamil,2396,2342,0.22203672787979967,0.32554257095158595,0.22203672787979967,0.10350584307178629,0.08817110432125709,1915,376,105,51,202,2291,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",reverb-v2,532,1788,382,226,172,2396,780,1915,376,105,51,2396,532,133,69
sarvam-saaras-v4@reverb-v2,1LFl5JEipII__0_597,Bengali,1554,1411,0.32625482625482627,0.5508365508365508,0.32625482625482627,0.22458172458172454,0.19281524926686217,1094,270,190,47,263,1364,"{'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_02': 'Speaker_D', 'SPEAKER_03': 'Speaker_E'}",reverb-v2,507,912,285,357,214,1554,856,1094,270,190,47,1554,507,186,77
sarvam-saaras-v4@reverb-v2,2HGP34TNvjg__84_194,Oriya,290,280,0.4586206896551724,0.496551724137931,0.4586206896551724,0.03793103448275864,0.08303249097472924,160,117,13,3,23,277,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",reverb-v2,133,161,104,25,15,290,144,160,117,13,3,290,133,0,23
sarvam-saaras-v4@reverb-v2,2LN6vb7EBn0__98_394,Tamil,727,717,0.328748280605227,0.5020632737276479,0.328748280605227,0.17331499312242094,0.11477761836441894,508,189,30,20,80,697,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",reverb-v2,239,447,185,95,85,727,365,508,189,30,20,727,239,59,21
whisper-large-v3,0AEEA8NyVwY__11_609,Devanagari,1303,239,0.9792785878741366,0.9792785878741366,0.9792785878741366,0.0,0.4366812227074236,37,192,1074,10,100,229,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",fusion,1276,34,198,1071,7,1303,1276,37,192,1074,10,1303,1276,4,96
whisper-large-v3,0SoItGfM_sY__7_88,Kannada,165,56,0.9272727272727272,0.9393939393939394,0.9272727272727272,0.0121212121212122,0.21428571428571427,12,44,109,0,12,56,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_00': 'Speaker_E'}",fusion,153,10,46,109,0,165,155,12,44,109,0,165,153,2,10
whisper-large-v3,0VEwL9XZ0LY__261_557,Devanagari,868,511,0.9089861751152074,0.9124423963133641,0.9089861751152074,0.003456221198156695,0.102,90,410,368,11,51,500,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,789,86,415,367,10,868,792,90,410,368,11,868,789,0,51
whisper-large-v3,0esIFSOAcFs__0_913,Gujarati,2697,733,0.8657767890248425,0.8698553948832035,0.8657767890248425,0.004078605858361062,0.10273972602739725,365,365,1967,3,75,730,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",fusion,2335,354,376,1967,3,2697,2346,365,365,1967,3,2697,2335,17,58
whisper-large-v3,0p6cktLGIfY__12_930,Gujarati,2532,744,0.8830963665086888,0.8906003159557662,0.8830963665086888,0.007503949447077329,0.1523809523809524,305,430,1797,9,112,735,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_E', 'SPEAKER_01': 'Speaker_F'}",fusion,2236,291,439,1802,14,2532,2255,305,430,1797,9,2532,2236,28,84
whisper-large-v3,13VBh0Z6QmE__0_904,Tamil,2396,1087,0.9298831385642737,0.9403171953255426,0.9298831385642737,0.01043405676126885,0.24837812789620017,176,903,1317,8,268,1079,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_04': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,2228,149,932,1315,6,2396,2253,176,903,1317,8,2396,2228,31,237
whisper-large-v3,1LFl5JEipII__0_597,Bengali,1554,548,0.88996138996139,0.9343629343629344,0.88996138996139,0.044401544401544424,0.4954128440366973,174,371,1009,3,270,545,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_00': 'Speaker_D', 'SPEAKER_01': 'Speaker_E'}",fusion,1383,118,414,1022,16,1554,1452,174,371,1009,3,1554,1383,71,199
whisper-large-v3,2HGP34TNvjg__84_194,Oriya,290,218,1.0,1.0,1.0,0.0,0.3440366972477064,0,218,72,0,75,218,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,290,0,218,72,0,290,290,0,218,72,0,290,290,0,75
whisper-large-v3,2LN6vb7EBn0__98_394,Tamil,727,370,0.9394773039889959,0.9491059147180193,0.9394773039889959,0.009628610729023435,0.4173441734417344,45,324,358,1,154,369,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,683,38,331,358,1,727,690,45,324,358,1,727,683,9,145
whisper-large-v3,2T4pjueLrsk__677_1290,Gujarati,2286,1799,1.0,1.0017497812773404,1.0,0.0017497812773403787,0.3468593663146192,0,1799,487,0,624,1799,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,2286,0,1795,491,4,2286,2290,0,1799,487,0,2286,2286,0,624
whisper-large-v3,2gGHQgj9yno__0_99,Gujarati,282,77,0.9184397163120568,0.9219858156028369,0.9184397163120568,0.0035460992907800915,0.2236842105263158,24,52,206,1,17,76,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,259,23,53,206,1,282,260,24,52,206,1,282,259,3,14
whisper-large-v3,2iMXYxBTwbM__339_401,Devanagari,187,111,0.9251336898395722,0.9358288770053476,0.9251336898395722,0.010695187165775333,0.24324324324324326,14,97,76,0,27,111,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_C'}",fusion,173,12,99,76,0,187,175,14,97,76,0,187,173,5,22
whisper-large-v3,37dND_0r6S8__60_222,Tamil,520,269,0.8942307692307693,0.9096153846153846,0.8942307692307693,0.01538461538461533,0.1791044776119403,56,212,252,1,48,268,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,465,48,220,252,1,520,473,56,212,252,1,520,465,3,45
whisper-large-v3,4Qg2jWP6_T0__136_202,Gurmukhi,266,43,0.9661654135338346,0.9661654135338346,0.9661654135338346,0.0,0.32558139534883723,9,34,223,0,14,43,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_C'}",fusion,257,9,34,223,0,266,257,9,34,223,0,266,257,0,14
whisper-large-v3,6-726qTlYeg__102_162,Malayalam,200,24,0.995,0.995,0.995,0.0,0.25,1,23,176,0,6,24,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,199,1,23,176,0,200,199,1,23,176,0,200,199,0,6
whisper-large-v3,6ZeRgvDHwcI__6_100,Gujarati,189,110,0.7883597883597884,0.7936507936507936,0.7883597883597884,0.005291005291005235,0.05825242718446602,47,56,86,7,6,103,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,149,46,57,86,7,189,150,47,56,86,7,189,149,0,6
whisper-large-v3,6f6TLzlP8Wk__82_144,Gurmukhi,236,67,0.9322033898305084,0.9364406779661016,0.9322033898305084,0.004237288135593209,0.26865671641791045,16,51,169,0,18,67,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,220,15,52,169,0,236,221,16,51,169,0,236,220,3,15
whisper-large-v3,7L4gi7Ncc0s__90_148,Malayalam,120,22,1.0,1.0,1.0,0.0,0.5,0,22,98,0,11,22,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,120,0,22,98,0,120,120,0,22,98,0,120,120,0,11
whisper-large-v3,7WhVNRHbjIY__91_1089,Tamil,2491,1304,0.8667201926936973,0.8679245283018868,0.8667201926936973,0.001204335608189555,0.10110584518167456,370,896,1225,38,128,1266,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_00': 'Speaker_E'}",fusion,2159,367,899,1225,38,2491,2162,370,896,1225,38,2491,2159,7,121
whisper-large-v3,7YfsQPYY-W0__351_411,Oriya,197,67,1.0,1.0,1.0,0.0,0.8059701492537313,0,67,130,0,54,67,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,197,0,67,130,0,197,197,0,67,130,0,197,197,0,54
whisper-large-v3,7c9ePKgqams__299_869,Telugu,1530,152,0.9921568627450981,0.9934640522875817,0.9921568627450981,0.0013071895424836555,0.5131578947368421,12,140,1378,0,78,152,"{'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",fusion,1518,10,142,1378,0,1530,1520,12,140,1378,0,1530,1518,7,71
whisper-large-v3,7k-xDqNjESc__73_981,Malayalam,2159,584,0.999073645206114,0.999536822603057,0.999073645206114,0.0004631773969430153,0.5,2,582,1575,0,292,584,"{'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",fusion,2157,1,583,1575,0,2159,2158,2,582,1575,0,2159,2157,1,291
whisper-large-v3,83gP2vLH7UY__255_2005,Devanagari,5799,657,0.9874116226935679,0.9872391791688222,0.9874116226935679,-0.00017244352474565794,0.5114854517611026,77,576,5146,4,334,653,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_02': 'Speaker_E'}",fusion,5726,81,569,5149,7,5799,5725,77,576,5146,4,5799,5726,15,319
whisper-large-v3,86mMTUeDiR8__181_1079,Bengali,2267,246,0.9761799735333039,0.9792677547419497,0.9761799735333039,0.0030877812086458345,0.363265306122449,55,190,2022,1,89,245,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_01': 'Speaker_D', 'SPEAKER_00': 'Speaker_E'}",fusion,2213,48,197,2022,1,2267,2220,55,190,2022,1,2267,2213,14,75
whisper-large-v3,87Zbup3ohcw__106_445,Tamil,741,384,0.8340080971659919,0.8394062078272605,0.8340080971659919,0.005398110661268607,0.04774535809018567,130,247,364,7,18,377,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",fusion,618,127,249,365,8,741,622,130,247,364,7,741,618,4,14
whisper-large-v3,8Ve4SWhlrrA__0_70,Oriya,133,107,1.0,1.0,1.0,0.0,0.037383177570093455,0,107,26,0,4,107,{'SPEAKER_00': 'Speaker_A'},fusion,133,0,107,26,0,133,133,0,107,26,0,133,133,0,4
whisper-large-v3,8mvORuRHw2U__0_1197,Gujarati,3425,865,0.8931386861313869,0.8978102189781022,0.8931386861313869,0.004671532846715287,0.18604651162790697,371,489,2565,5,160,860,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",fusion,3059,355,505,2565,5,3425,3075,371,489,2565,5,3425,3059,38,122
whisper-large-v3,8o7jKmq6HsM__30_1770,Devanagari,4454,1148,0.9719353390211046,0.973731477323754,0.9719353390211046,0.0017961383026493527,0.42769500438212094,132,1009,3313,7,488,1141,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D', 'SPEAKER_03': 'Speaker_E', 'SPEAKER_05': 'Speaker_F'}",fusion,4329,123,1019,3312,6,4454,4337,132,1009,3313,7,4454,4329,38,450
whisper-large-v3,8pkp-lpMJP0__326_926,Telugu,1482,229,0.9804318488529015,0.979757085020243,0.9804318488529015,-0.0006747638326585204,0.4366812227074236,29,200,1253,0,100,229,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_06': 'Speaker_E', 'SPEAKER_01': 'Speaker_F', 'SPEAKER_05': 'Speaker_H'}",fusion,1453,30,199,1253,0,1482,1452,29,200,1253,0,1482,1453,11,89
whisper-large-v3,8r2Nltl0W4o__259_320,Gurmukhi,253,83,0.924901185770751,0.932806324110672,0.924901185770751,0.007905138339921014,0.07228915662650602,19,64,170,0,6,83,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,234,17,66,170,0,253,236,19,64,170,0,253,234,1,5
whisper-large-v3,90uAd6xpTPo__16_408,Devanagari,1212,863,0.4744224422442244,0.47854785478547857,0.4744224422442244,0.004125412541254148,0.00936768149882904,646,208,358,9,8,854,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",fusion,575,642,211,359,10,1212,580,646,208,358,9,1212,575,5,3
whisper-large-v3,9Aw8kg8w5Xo__0_83,Telugu,199,39,0.964824120603015,0.964824120603015,0.964824120603015,0.0,0.1794871794871795,7,32,160,0,7,39,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_C'}",fusion,192,7,32,160,0,199,192,7,32,160,0,199,192,0,7
whisper-large-v3,9_GMxc_JjyI__236_368,Kannada,361,107,0.9501385041551247,0.9529085872576177,0.9501385041551247,0.0027700831024930483,0.16037735849056603,19,87,255,1,17,106,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,343,18,88,255,1,361,344,19,87,255,1,361,343,1,16
whisper-large-v3,ARCKJrGkITw__14_496,Telugu,1375,227,0.9629090909090909,0.9643636363636363,0.9629090909090909,0.001454545454545375,0.23788546255506607,51,176,1148,0,54,227,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",fusion,1324,49,178,1148,0,1375,1326,51,176,1148,0,1375,1324,5,49
whisper-large-v3,ARZl7LT0UC0__73_130,Telugu,150,24,0.9466666666666667,0.9466666666666667,0.9466666666666667,0.0,0.08333333333333333,8,16,126,0,2,24,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B'}",fusion,142,8,16,126,0,150,142,8,16,126,0,150,142,0,2
whisper-large-v3-turbo,0AEEA8NyVwY__11_609,Devanagari,1303,900,0.9056024558710668,0.9109746738296239,0.9056024558710668,0.005372217958557135,0.05802047781569966,144,735,424,21,51,879,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",fusion,1180,137,742,424,21,1303,1187,144,735,424,21,1303,1180,7,44
whisper-large-v3-turbo,0SoItGfM_sY__7_88,Kannada,165,222,1.3454545454545455,1.412121212121212,1.3454545454545455,0.06666666666666665,0.3515151515151515,0,165,0,57,58,165,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_00': 'Speaker_E'}",fusion,222,0,154,11,68,165,233,0,165,0,57,165,222,0,58
whisper-large-v3-turbo,0VEwL9XZ0LY__261_557,Devanagari,868,705,1.0,1.0,1.0,0.0,0.3347517730496454,0,705,163,0,236,705,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,868,0,705,163,0,868,868,0,705,163,0,868,868,0,236
whisper-large-v3-turbo,0esIFSOAcFs__0_913,Gujarati,2697,1570,1.0,1.0,1.0,0.0,0.7210191082802547,0,1570,1127,0,1132,1570,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,2697,0,1570,1127,0,2697,2697,0,1570,1127,0,2697,2697,0,1132
whisper-large-v3-turbo,0p6cktLGIfY__12_930,Gujarati,2532,2641,1.042654028436019,1.0450236966824644,1.042654028436019,0.0023696682464453556,0.2586887835703002,1,2531,0,109,655,2532,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_E', 'SPEAKER_01': 'Speaker_F'}",fusion,2640,1,2525,6,115,2532,2646,1,2531,0,109,2532,2640,0,655
whisper-large-v3-turbo,13VBh0Z6QmE__0_904,Tamil,2396,975,0.9791318864774624,0.9791318864774624,0.9791318864774624,0.0,0.5261538461538462,50,925,1421,0,513,975,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_04': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,2346,50,925,1421,0,2396,2346,50,925,1421,0,2396,2346,16,497
whisper-large-v3-turbo,1LFl5JEipII__0_597,Bengali,1554,1508,1.0,1.2072072072072073,1.0,0.2072072072072073,0.6611405835543767,0,1508,46,0,997,1508,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_00': 'Speaker_D', 'SPEAKER_01': 'Speaker_E'}",fusion,1554,0,1186,368,322,1554,1876,0,1508,46,0,1554,1554,0,997
whisper-large-v3-turbo,2HGP34TNvjg__84_194,Oriya,290,190,1.0,1.0,1.0,0.0,0.6894736842105263,0,190,100,0,131,190,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,290,0,190,100,0,290,290,0,190,100,0,290,290,0,131
whisper-large-v3-turbo,2LN6vb7EBn0__98_394,Tamil,727,813,1.1182943603851445,1.1182943603851445,1.1182943603851445,0.0,0.47042640990371387,0,727,0,86,342,727,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",fusion,813,0,727,0,86,727,813,0,727,0,86,727,813,0,342
whisper-large-v3-turbo,2T4pjueLrsk__677_1290,Gujarati,2286,1665,1.0,1.006124234470691,1.0,0.006124234470691103,0.3987987987987988,0,1665,621,0,664,1665,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",fusion,2286,0,1651,635,14,2286,2300,0,1665,621,0,2286,2286,0,664
whisper-large-v3-turbo,2gGHQgj9yno__0_99,Gujarati,282,280,1.0,1.1028368794326242,1.0,0.1028368794326242,0.33214285714285713,0,280,2,0,93,280,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,282,0,251,31,29,282,311,0,280,2,0,282,282,0,93
whisper-large-v3-turbo,2iMXYxBTwbM__339_401,Devanagari,187,178,1.0,1.0,1.0,0.0,0.5561797752808989,0,178,9,0,99,178,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_C'}",fusion,187,0,178,9,0,187,187,0,178,9,0,187,187,0,99
whisper-large-v3-turbo,37dND_0r6S8__60_222,Tamil,520,434,1.0,1.0,1.0,0.0,0.41935483870967744,0,434,86,0,182,434,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,520,0,434,86,0,520,520,0,434,86,0,520,520,0,182
whisper-large-v3-turbo,4Qg2jWP6_T0__136_202,Gurmukhi,266,166,1.0,1.0601503759398496,1.0,0.06015037593984962,0.6626506024096386,0,166,100,0,110,166,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_C'}",fusion,266,0,150,116,16,266,282,0,166,100,0,266,266,0,110
whisper-large-v3-turbo,6-726qTlYeg__102_162,Malayalam,200,197,1.0,1.14,1.0,0.1399999999999999,0.4873096446700508,0,197,3,0,96,197,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,200,0,169,31,28,200,228,0,197,3,0,200,200,0,96
whisper-large-v3-turbo,6ZeRgvDHwcI__6_100,Gujarati,189,177,1.0,1.0,1.0,0.0,0.327683615819209,0,177,12,0,58,177,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,189,0,177,12,0,189,189,0,177,12,0,189,189,0,58
whisper-large-v3-turbo,6f6TLzlP8Wk__82_144,Gurmukhi,236,171,1.0,1.0,1.0,0.0,0.5847953216374269,0,171,65,0,100,171,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,236,0,171,65,0,236,236,0,171,65,0,236,236,0,100
whisper-large-v3-turbo,7L4gi7Ncc0s__90_148,Malayalam,120,49,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.0,0.22448979591836735,1,48,71,0,11,49,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",fusion,119,1,48,71,0,120,119,1,48,71,0,120,119,0,11
whisper-large-v3-turbo,7WhVNRHbjIY__91_1089,Tamil,2491,2955,1.18627057406664,1.18627057406664,1.18627057406664,0.0,0.6852669610598153,0,2491,0,464,1707,2491,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_04': 'Speaker_E'}",fusion,2955,0,2491,0,464,2491,2955,0,2491,0,464,2491,2955,0,1707
whisper-large-v3-turbo,7YfsQPYY-W0__351_411,Oriya,197,157,1.0,1.0,1.0,0.0,0.5859872611464968,0,157,40,0,92,157,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",fusion,197,0,157,40,0,197,197,0,157,40,0,197,197,0,92
