system,clip_id,script,n_ref_words,n_hyp,wer,cpwer,di_cpwer,cp_minus_di_cp,wder,hits,sub,del,ins,errors,cphits,cpsub,cpdel,cpins,cpn_ref_words,cperrors,cp_mapping,di_cphits,di_cpsub,di_cpdel,di_cpins,di_cpn_ref_words,di_cperrors,wder_num,wder_denom,wder_correct_wrong_spk,wder_sub_wrong_spk
sarvam-saaras-v3@reverb-v2,Kdi-ECuOaKg__2_78,Malayalam,89,90,0.21348314606741572,0.7752808988764045,0.21348314606741572,0.5617977528089888,0.3333333333333333,73,14,2,3,19,50,10,29,30,89,69,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_04': 'Speaker_E', 'SPEAKER_05': 'Speaker_F'}",73,14,2,3,89,19,29,87,23,6
sarvam-saaras-v3@reverb-v2,L7xRazDdtgw__19_83,Gujarati,101,100,0.1485148514851485,1.0198019801980198,0.1485148514851485,0.8712871287128713,0.4895833333333333,90,6,5,4,15,46,6,49,48,101,103,{'SPEAKER_00': 'Speaker_B'},90,6,5,4,101,15,47,96,43,4
sarvam-saaras-v3@reverb-v2,LBIWBxQ5H1s__90_1020,Malayalam,2313,2263,0.37137916126242976,0.4232598357111976,0.37137916126242976,0.051880674448767816,0.07829010566762729,1635,447,231,181,859,1569,459,285,235,2313,979,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",1635,447,231,181,2313,859,163,2082,97,66
sarvam-saaras-v3@reverb-v2,LK23jX9tgZM__59_221,Gujarati,548,470,0.2864963503649635,0.4416058394160584,0.2864963503649635,0.1551094890510949,0.1568627450980392,402,57,89,11,157,362,52,134,56,548,242,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_C'}",402,57,89,11,548,157,72,459,54,18
sarvam-saaras-v3@reverb-v2,LctYmmr9-Vg__0_61,Devanagari,133,134,0.15037593984962405,0.15037593984962405,0.15037593984962405,0.0,0.0,116,15,2,3,20,116,15,2,3,133,20,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",116,15,2,3,133,20,0,131,0,0
sarvam-saaras-v3@reverb-v2,LqQHdo7t5Ps__198_498,Devanagari,677,612,0.18906942392909898,0.23929098966026588,0.18906942392909898,0.0502215657311669,0.03482587064676617,558,45,74,9,128,541,45,91,26,677,162,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",558,45,74,9,677,128,21,603,16,5
sarvam-saaras-v3@reverb-v2,Md3p6RTanBg__315_426,Bengali,284,269,0.1795774647887324,0.2147887323943662,0.1795774647887324,0.035211267605633784,0.03409090909090909,238,26,20,5,51,229,34,21,6,284,61,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",238,26,20,5,284,51,9,264,9,0
sarvam-saaras-v3@reverb-v2,MmtWBUK2DKE__0_310,Devanagari,1083,1058,0.17266851338873498,0.3785780240073869,0.17266851338873498,0.2059095106186519,0.13405088062622308,932,90,61,36,187,813,105,165,140,1083,410,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_D', 'SPEAKER_03': 'Speaker_E'}",932,90,61,36,1083,187,137,1022,126,11
sarvam-saaras-v3@reverb-v2,NLgHpYyf5bY__313_383,Devanagari,240,229,0.15833333333333333,0.15833333333333333,0.15833333333333333,0.0,0.0,208,15,17,6,38,208,15,17,6,240,38,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",208,15,17,6,240,38,0,223,0,0
sarvam-saaras-v3@reverb-v2,NuhdqCEuIBo__197_540,Gurmukhi,1369,1263,0.1891891891891892,0.3323593864134405,0.1891891891891892,0.14317019722425128,0.11147011308562198,1135,103,131,25,259,1009,159,201,95,1369,455,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",1135,103,131,25,1369,259,138,1238,121,17
sarvam-saaras-v3@reverb-v2,O4_aeGFzZ8A__0_335,Kannada,675,670,0.21185185185185185,0.22518518518518518,0.21185185185185185,0.013333333333333336,0.007763975155279503,558,86,31,26,143,554,85,36,31,675,152,"{'SPEAKER_07': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_04': 'Speaker_E', 'SPEAKER_05': 'Speaker_F', 'SPEAKER_02': 'Speaker_G', 'SPEAKER_06': 'Speaker_H'}",558,86,31,26,675,143,5,644,4,1
sarvam-saaras-v3@reverb-v2,OXUt5KnlUMo__91_181,Oriya,242,223,0.4669421487603306,0.5165289256198347,0.4669421487603306,0.04958677685950408,0.045662100456621,133,86,23,4,113,127,86,29,10,242,125,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",133,86,23,4,242,113,10,219,5,5
sarvam-saaras-v3@reverb-v2,OxYCBQKZ3iY__0_1822,Gurmukhi,5524,5584,0.32385952208544533,0.6254525706010138,0.32385952208544533,0.30159304851556845,0.24036412938214216,4156,1007,361,421,1789,3362,929,1233,1293,5524,3455,"{'SPEAKER_05': 'Speaker_A', 'SPEAKER_04': 'Speaker_C', 'SPEAKER_01': 'Speaker_D', 'SPEAKER_02': 'Speaker_E', 'SPEAKER_03': 'Speaker_F', 'SPEAKER_00': 'Speaker_G'}",4156,1007,361,421,5524,1789,1241,5163,850,391
sarvam-saaras-v3@reverb-v2,PCUA2q2C-2A__45_107,Devanagari,148,149,0.1891891891891892,0.1891891891891892,0.1891891891891892,0.0,0.0,126,17,5,6,28,126,17,5,6,148,28,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",126,17,5,6,148,28,0,143,0,0
sarvam-saaras-v3@reverb-v2,PEDfT9-Yf2o__0_469,Bengali,1014,1003,0.10453648915187377,0.16962524654832348,0.10453648915187377,0.0650887573964497,0.048730964467005075,926,59,29,18,106,883,79,52,41,1014,172,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",926,59,29,18,1014,106,48,985,42,6
sarvam-saaras-v3@reverb-v2,PQB3-4sZUeY__0_1132,Telugu,3018,2849,0.6043737574552683,0.7597746852220013,0.6043737574552683,0.15540092776673298,0.315450643776824,1247,1549,222,53,1824,966,1642,410,241,3018,2293,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_01': 'Speaker_D'}",1247,1549,222,53,3018,1824,882,2796,281,601
sarvam-saaras-v3@reverb-v2,PRAzUz0GANs__223_283,Kannada,190,156,0.3368421052631579,0.34210526315789475,0.3368421052631579,0.0052631578947368585,0.03355704697986577,133,16,41,7,64,132,17,41,7,190,65,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",133,16,41,7,190,64,5,149,3,2
sarvam-saaras-v3@reverb-v2,PSIzXy5-y2E__2_918,Devanagari,2395,2351,0.2405010438413361,0.29352818371607514,0.2405010438413361,0.05302713987473903,0.04634581105169341,1926,318,151,107,576,1878,287,230,186,2395,703,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",1926,318,151,107,2395,576,104,2244,59,45
sarvam-saaras-v3@reverb-v2,PVDfS7lcJHY__0_360,Kannada,1024,969,0.3837890625,0.5859375,0.3837890625,0.2021484375,0.19912472647702406,686,228,110,55,393,557,279,188,133,1024,600,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_05': 'Speaker_E', 'SPEAKER_00': 'Speaker_F'}",686,228,110,55,1024,393,182,914,138,44
sarvam-saaras-v3@reverb-v2,Pjre5dpnKGA__0_330,Kannada,747,753,0.3427041499330656,0.4457831325301205,0.3427041499330656,0.10307898259705489,0.11001410437235543,535,174,38,44,256,501,165,81,87,747,333,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_D'}",535,174,38,44,747,256,78,709,36,42
sarvam-saaras-v3@reverb-v2,QhpjuNTZoA8__0_586,Kannada,1534,1501,0.21577574967405475,0.6857887874837028,0.21577574967405475,0.470013037809648,0.2751212751212751,1261,182,91,58,331,909,165,460,427,1534,1052,"{'SPEAKER_01': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",1261,182,91,58,1534,331,397,1443,361,36
sarvam-saaras-v3@reverb-v2,QuA_B6IZ6Ls__61_1863,Devanagari,6629,6781,0.1829838588022326,0.23261427062905415,0.1829838588022326,0.04963041182682154,0.050333439187043506,5899,399,331,483,1213,5696,476,457,609,6629,1542,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",5899,399,331,483,6629,1213,317,6298,262,55
sarvam-saaras-v3@reverb-v2,RL2fhIEEbZg__0_65,Telugu,159,157,0.24528301886792453,0.42138364779874216,0.24528301886792453,0.17610062893081763,0.12162162162162163,129,19,11,9,39,113,23,23,21,159,67,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_C'}",129,19,11,9,159,39,18,148,16,2
sarvam-saaras-v3@reverb-v2,RL2fhIEEbZg__66_1034,Telugu,2524,2431,0.24524564183835182,0.30863708399366085,0.24524564183835182,0.06339144215530904,0.06791969243912858,1995,346,183,90,619,1904,368,252,159,2524,779,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",1995,346,183,90,2524,619,159,2341,107,52
sarvam-saaras-v3@reverb-v2,RWTmftezCwI__0_60,Malayalam,109,114,0.25688073394495414,0.5963302752293578,0.25688073394495414,0.33944954128440363,0.27102803738317754,88,19,2,7,28,69,20,20,25,109,65,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",88,19,2,7,109,28,29,107,19,10
sarvam-saaras-v3@reverb-v2,RZUZyvRzi80__0_336,Gurmukhi,1083,1037,0.15604801477377656,0.15604801477377656,0.15604801477377656,0.0,0.0,935,81,67,21,169,935,81,67,21,1083,169,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_01': 'Speaker_D'}",935,81,67,21,1083,169,0,1016,0,0
sarvam-saaras-v3@reverb-v2,SZ7ay4OjfAE__0_897,Telugu,2103,2057,0.45696623870660963,0.8411792677127913,0.45696623870660963,0.38421302900618165,0.43314105925537494,1292,615,196,150,961,864,663,576,530,2103,1769,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_D'}",1292,615,196,150,2103,961,826,1907,459,367
sarvam-saaras-v3@reverb-v2,T3I2T-cfhG4__160_210,Devanagari,116,115,0.10344827586206896,0.15517241379310345,0.10344827586206896,0.05172413793103449,0.02727272727272727,109,1,6,5,12,106,1,9,8,116,18,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",109,1,6,5,116,12,3,110,3,0
sarvam-saaras-v3@reverb-v2,TU3M6wSQV_g__99_171,Telugu,216,196,0.2175925925925926,0.39351851851851855,0.2175925925925926,0.17592592592592596,0.10880829015544041,172,21,23,3,47,154,19,43,23,216,85,{'SPEAKER_00': 'Speaker_B'},172,21,23,3,216,47,21,193,18,3
sarvam-saaras-v3@reverb-v2,Tlha36rSd5o__240_374,Tamil,301,309,0.24584717607973422,0.24584717607973422,0.24584717607973422,0.0,0.0,243,50,8,16,74,243,50,8,16,301,74,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",243,50,8,16,301,74,0,293,0,0
sarvam-saaras-v3@reverb-v2,TrPnW5kLAyQ__93_513,Devanagari,1065,1035,0.26103286384976526,0.3136150234741784,0.26103286384976526,0.05258215962441315,0.059415911379657606,829,164,72,42,278,793,180,92,62,1065,334,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",829,164,72,42,1065,278,59,993,41,18
sarvam-saaras-v3@reverb-v2,U_EHjxThUgc__181_289,Bengali,293,277,0.17064846416382254,0.22525597269624573,0.17064846416382254,0.05460750853242319,0.047619047619047616,247,26,20,4,50,238,28,27,11,293,66,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",247,26,20,4,293,50,13,273,10,3
sarvam-saaras-v3@reverb-v2,VHlIFsHPWbk__23_470,Oriya,1295,1244,0.24633204633204633,0.34285714285714286,0.24633204633204633,0.09652509652509653,0.07230895645028759,1003,214,78,27,319,935,225,135,84,1295,444,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_04': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",1003,214,78,27,1295,319,88,1217,70,18
sarvam-saaras-v3@reverb-v2,VKY0uuZ6Om8__575_935,Devanagari,1055,884,0.3175355450236967,0.3459715639810427,0.3175355450236967,0.028436018957345988,0.06235565819861432,738,128,189,18,335,710,154,191,20,1055,365,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",738,128,189,18,1055,335,54,866,33,21
sarvam-saaras-v3@reverb-v2,VY_4x1scS-Y__13_121,Tamil,315,305,0.28888888888888886,0.6571428571428571,0.28888888888888886,0.3682539682539683,0.24742268041237114,238,53,24,14,91,190,33,92,82,315,207,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",238,53,24,14,315,91,72,291,50,22
sarvam-saaras-v3@fusion,0AEEA8NyVwY__11_609,Devanagari,1303,1222,0.24558710667689945,0.25019186492709133,0.24558710667689945,0.0046047582501918816,0.010025062656641603,1008,189,106,25,320,1004,191,108,27,1303,326,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C'}",1008,189,106,25,1303,320,12,1197,3,9
sarvam-saaras-v3@fusion,0SoItGfM_sY__7_88,Kannada,165,166,0.18787878787878787,0.3393939393939394,0.18787878787878787,0.15151515151515155,0.08588957055214724,137,26,2,3,31,126,23,16,17,165,56,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_02': 'Speaker_D', 'SPEAKER_00': 'Speaker_E'}",137,26,2,3,165,31,14,163,11,3
sarvam-saaras-v3@fusion,0VEwL9XZ0LY__261_557,Devanagari,868,828,0.2511520737327189,0.25921658986175117,0.2511520737327189,0.008064516129032251,0.011152416356877323,671,136,61,21,218,666,139,63,23,868,225,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",671,136,61,21,868,218,9,807,5,4
sarvam-saaras-v3@fusion,0esIFSOAcFs__0_913,Gujarati,2697,2674,0.18798665183537264,0.18984056358917314,0.18798665183537264,0.0018539117538005079,0.007713073659853451,2271,322,104,81,507,2262,335,100,77,2697,512,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",2271,322,104,81,2697,507,20,2593,15,5
sarvam-saaras-v3@fusion,0p6cktLGIfY__12_930,Gujarati,2532,2512,0.2334123222748815,0.2685624012638231,0.2334123222748815,0.03515007898894157,0.035231462515362556,2012,429,91,71,591,1962,440,130,110,2532,680,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_E', 'SPEAKER_01': 'Speaker_F'}",2012,429,91,71,2532,591,86,2441,55,31
sarvam-saaras-v3@fusion,13VBh0Z6QmE__0_904,Tamil,2396,2354,0.20868113522537562,0.246661101836394,0.20868113522537562,0.03797996661101838,0.03772766695576756,1944,362,90,48,500,1902,355,139,97,2396,591,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_04': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",1944,362,90,48,2396,500,87,2306,51,36
sarvam-saaras-v3@fusion,1LFl5JEipII__0_597,Bengali,1554,1520,0.3680823680823681,0.7496782496782497,0.3680823680823681,0.3815958815958816,0.3192982456140351,1077,348,129,95,572,808,293,453,419,1554,1165,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_04': 'Speaker_B', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_00': 'Speaker_D', 'SPEAKER_01': 'Speaker_E'}",1077,348,129,95,1554,572,455,1425,304,151
sarvam-saaras-v3@fusion,2HGP34TNvjg__84_194,Oriya,290,285,0.2896551724137931,0.29310344827586204,0.2896551724137931,0.003448275862068917,0.025362318840579712,215,61,14,9,84,215,60,15,10,290,85,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",215,61,14,9,290,84,7,276,0,7
sarvam-saaras-v3@fusion,2LN6vb7EBn0__98_394,Tamil,727,715,0.23383768913342504,0.35213204951856947,0.23383768913342504,0.11829436038514443,0.07714285714285714,572,128,27,15,170,530,126,71,59,727,256,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_02': 'Speaker_C'}",572,128,27,15,727,170,54,700,42,12
sarvam-saaras-v3@fusion,2T4pjueLrsk__677_1290,Gujarati,2286,1645,0.5249343832020997,0.5599300087489064,0.5249343832020997,0.034995625546806686,0.1269446172993155,1124,483,679,38,1200,1067,517,702,61,2286,1280,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_03': 'Speaker_D'}",1124,483,679,38,2286,1200,204,1607,68,136
sarvam-saaras-v3@fusion,2gGHQgj9yno__0_99,Gujarati,282,277,0.25886524822695034,0.375886524822695,0.25886524822695034,0.11702127659574468,0.11194029850746269,218,50,14,9,73,208,37,37,32,282,106,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",218,50,14,9,282,73,30,268,12,18
sarvam-saaras-v3@fusion,2iMXYxBTwbM__339_401,Devanagari,187,205,0.4117647058823529,0.41711229946524064,0.4117647058823529,0.005347593582887722,0.011428571428571429,140,35,12,30,77,138,38,11,29,187,78,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_C'}",140,35,12,30,187,77,2,175,1,1
sarvam-saaras-v3@fusion,37dND_0r6S8__60_222,Tamil,520,509,0.3192307692307692,0.34423076923076923,0.3192307692307692,0.025000000000000022,0.028629856850715747,374,115,31,20,166,368,114,38,27,520,179,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",374,115,31,20,520,166,14,489,8,6
sarvam-saaras-v3@fusion,4Qg2jWP6_T0__136_202,Gurmukhi,266,249,0.36466165413533835,0.9060150375939849,0.36466165413533835,0.5413533834586466,0.37554585152838427,189,40,37,20,97,122,30,114,97,266,241,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_C'}",189,40,37,20,266,97,86,229,70,16
sarvam-saaras-v3@fusion,6-726qTlYeg__102_162,Malayalam,200,210,0.485,0.465,0.485,-0.019999999999999962,0.022222222222222223,133,47,20,30,97,134,49,17,27,200,93,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",133,47,20,30,200,97,4,180,0,4
sarvam-saaras-v3@fusion,6ZeRgvDHwcI__6_100,Gujarati,189,194,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.0,0.005376344086021506,169,17,3,8,28,170,15,4,9,189,28,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",169,17,3,8,189,28,1,186,0,1
sarvam-saaras-v3@fusion,6f6TLzlP8Wk__82_144,Gurmukhi,236,224,0.24152542372881355,0.2457627118644068,0.24152542372881355,0.004237288135593237,0.004545454545454545,183,37,16,4,57,183,36,17,5,236,58,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",183,37,16,4,236,57,1,220,0,1
sarvam-saaras-v3@fusion,7L4gi7Ncc0s__90_148,Malayalam,120,109,0.25833333333333336,0.25833333333333336,0.25833333333333336,0.0,0.0,93,12,15,4,31,93,12,15,4,120,31,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",93,12,15,4,120,31,0,105,0,0
sarvam-saaras-v3@fusion,7WhVNRHbjIY__91_1089,Tamil,2491,2516,0.20032115616218385,0.20433560818948213,0.20032115616218385,0.0040144520272982764,0.0053475935828877,2077,354,60,85,499,2070,358,63,88,2491,509,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_03': 'Speaker_D', 'SPEAKER_00': 'Speaker_E'}",2077,354,60,85,2491,499,13,2431,9,4
sarvam-saaras-v3@fusion,7YfsQPYY-W0__351_411,Oriya,197,193,0.5177664974619289,0.649746192893401,0.5177664974619289,0.13197969543147203,0.11428571428571428,113,62,22,18,102,100,62,35,31,197,128,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_01': 'Speaker_B'}",113,62,22,18,197,102,20,175,15,5
sarvam-saaras-v3@fusion,7c9ePKgqams__299_869,Telugu,1530,1454,0.26666666666666666,0.2679738562091503,0.26666666666666666,0.0013071895424836555,0.004216444132115249,1153,270,107,31,408,1154,266,110,34,1530,410,"{'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",1153,270,107,31,1530,408,6,1423,0,6
sarvam-saaras-v3@fusion,7k-xDqNjESc__73_981,Malayalam,2159,2073,0.2686428902269569,0.38628994905048636,0.2686428902269569,0.11764705882352944,0.09854927463731866,1653,346,160,74,580,1531,336,292,206,2159,834,"{'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",1653,346,160,74,2159,580,197,1999,132,65
sarvam-saaras-v3@fusion,83gP2vLH7UY__255_2005,Devanagari,5799,5350,0.2676323504052423,0.2691843421279531,0.2676323504052423,0.0015519917227108104,0.08030480656506447,4479,639,681,232,1552,4493,602,704,255,5799,1561,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_02': 'Speaker_E'}",4479,639,681,232,5799,1552,411,5118,189,222
sarvam-saaras-v3@fusion,86mMTUeDiR8__181_1079,Bengali,2267,2184,0.28804587560652845,0.4486104984561094,0.28804587560652845,0.16056462284958095,0.1782319391634981,1694,410,163,80,653,1491,452,324,241,2267,1017,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_00': 'Speaker_E'}",1694,410,163,80,2267,653,375,2104,226,149
sarvam-saaras-v3@fusion,87Zbup3ohcw__106_445,Tamil,741,745,0.1700404858299595,0.1700404858299595,0.1700404858299595,0.0,0.0013850415512465374,638,84,19,23,126,638,84,19,23,741,126,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_03': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",638,84,19,23,741,126,1,722,0,1
sarvam-saaras-v3@fusion,8Ve4SWhlrrA__0_70,Oriya,133,130,0.21052631578947367,0.2781954887218045,0.21052631578947367,0.06766917293233082,0.03875968992248062,106,23,4,1,28,102,22,9,6,133,37,{'SPEAKER_00': 'Speaker_A'},106,23,4,1,133,28,5,129,4,1
sarvam-saaras-v3@fusion,8mvORuRHw2U__0_1197,Gujarati,3425,3397,0.19562043795620437,0.21372262773722628,0.19562043795620437,0.018102189781021905,0.030826140567200986,2908,336,181,153,670,2861,368,196,168,3425,732,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_03': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_02': 'Speaker_D'}",2908,336,181,153,3425,670,100,3244,54,46
sarvam-saaras-v3@fusion,8o7jKmq6HsM__30_1770,Devanagari,4454,4275,0.2586439155814998,0.2570722945666816,0.2586439155814998,-0.0015716210148181697,0.011407766990291262,3457,663,334,155,1152,3452,680,322,143,4454,1145,"{'SPEAKER_04': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D', 'SPEAKER_03': 'Speaker_E', 'SPEAKER_05': 'Speaker_F'}",3457,663,334,155,4454,1152,47,4120,7,40
sarvam-saaras-v3@fusion,8pkp-lpMJP0__326_926,Telugu,1482,1402,0.4622132253711201,0.5330634278002699,0.4622132253711201,0.07085020242914986,0.17204301075268819,897,405,180,100,685,844,406,232,152,1482,790,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_00': 'Speaker_C', 'SPEAKER_04': 'Speaker_D', 'SPEAKER_06': 'Speaker_E', 'SPEAKER_01': 'Speaker_G', 'SPEAKER_05': 'Speaker_H'}",897,405,180,100,1482,685,224,1302,70,154
sarvam-saaras-v3@fusion,8r2Nltl0W4o__259_320,Gurmukhi,253,234,0.2608695652173913,0.25296442687747034,0.2608695652173913,-0.007905138339920958,0.013333333333333334,196,29,28,9,66,198,27,28,9,253,64,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",196,29,28,9,253,66,3,225,2,1
sarvam-saaras-v3@fusion,90uAd6xpTPo__16_408,Devanagari,1212,1204,0.07590759075907591,0.07590759075907591,0.07590759075907591,0.0,0.0008403361344537816,1134,56,22,14,92,1134,56,22,14,1212,92,"{'SPEAKER_03': 'Speaker_A', 'SPEAKER_02': 'Speaker_B', 'SPEAKER_01': 'Speaker_C', 'SPEAKER_00': 'Speaker_D'}",1134,56,22,14,1212,92,1,1190,1,0
sarvam-saaras-v3@fusion,9Aw8kg8w5Xo__0_83,Telugu,199,200,0.21105527638190955,0.21608040201005024,0.21105527638190955,0.0050251256281406975,0.015706806282722512,166,25,8,9,42,166,24,9,10,199,43,"{'SPEAKER_00': 'Speaker_A', 'SPEAKER_02': 'Speaker_C', 'SPEAKER_01': 'Speaker_D'}",166,25,8,9,199,42,3,191,0,3
sarvam-saaras-v3@fusion,9_GMxc_JjyI__236_368,Kannada,361,360,0.23268698060941828,0.21052631578947367,0.23268698060941828,-0.02216066481994461,0.02040816326530612,294,49,18,17,84,295,55,11,10,361,76,"{'SPEAKER_01': 'Speaker_A', 'SPEAKER_00': 'Speaker_B'}",294,49,18,17,361,84,7,343,2,5
sarvam-saaras-v3@fusion,ARCKJrGkITw__14_496,Telugu,1375,1287,0.264,0.2647272727272727,0.264,0.0007272727272726875,0.022997620935765267,1038,223,114,26,363,1043,212,120,32,1375,364,"{'SPEAKER_02': 'Speaker_A', 'SPEAKER_00': 'Speaker_B', 'SPEAKER_01': 'Speaker_C'}",1038,223,114,26,1375,363,29,1261,6,23
